Year Installed,Month Installed,Object ID,Address,Location,Street,Placement,Number of Racks,Number of Spaces,Last Edited Date,Geom
2003,0,1687,2166 HAYES ST,UNKNOWN,HAYES,SIDEWALK,1,2,,"(37.7734819479, -122.451979009)"
2003,0,1688,609 HAYES ST,UNKNOWN,HAYES,SIDEWALK,1,2,,"(37.7762629482, -122.426491008)"
2003,0,1689,1700 JACKSON ST,UNKNOWN,JACKSON,SIDEWALK,1,2,,"(37.7940209481, -122.423502009)"
2003,0,1690,141 KEARNY ST,UNKNOWN,KEARNY,SIDEWALK,1,2,,"(37.7894709475, -122.404113009)"
2003,0,1691,243 KEARNY ST,UNKNOWN,KEARNY,SIDEWALK,1,2,,"(37.7904129475, -122.404201009)"
2003,0,1692,57 KISSLING ST,UNKNOWN,KISSLING,SIDEWALK,1,2,,"(37.7729529475, -122.414361009)"
2003,0,1693,739 LARKIN ST,UNKNOWN,LARKIN,SIDEWALK,1,2,,"(37.7848209477, -122.418102009)"
2003,0,1694,2157 LOMBARD ST,UNKNOWN,LOMBARD,SIDEWALK,1,2,,"(37.7994709475, -122.436911009)"
2003,0,1695,2242 LOMBARD ST,UNKNOWN,LOMBARD,SIDEWALK,1,2,,"(37.7998329479, -122.438727008)"
2003,0,1696,221 MAIN ST,UNKNOWN,MAIN,SIDEWALK,1,2,,"(37.7903459476, -122.392214008)"
2003,0,1697,2275 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,"(37.7645549476, -122.432062009)"
2003,0,1698,2193 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,"(37.7657749478, -122.430669009)"
2003,0,1699,2249 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,"(37.7650549478, -122.431892009)"
2003,0,1700,2279 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,"(37.7645049479, -122.432199009)"
2003,0,1701,972 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,"(37.7830349479, -122.409950009)"
2003,0,1702,312 MASON ST,UNKNOWN,MASON,SIDEWALK,1,2,,"(37.786499948, -122.409517009)"
2003,0,1703,340 MASON ST,UNKNOWN,MASON,SIDEWALK,1,2,,"(37.7869679482, -122.409656009)"
2003,0,1704,100 MASONIC AVE,UNKNOWN,MASONIC,SIDEWALK,1,2,,"(37.7806849482, -122.446879009)"
2004,0,1705,4780 MISSION ST,Burger King,MISSION,SIDEWALK,1,2,,"(37.7217029481, -122.437379008)"
2003,0,1706,117 NEW MONTGOMERY ST,UNKNOWN,NEW MONTGOMERY,SIDEWALK,1,2,,"(37.7872469478, -122.399959009)"
2003,0,1707,126 NEW MONTGOMERY ST,UNKNOWN,NEW MONTGOMERY,SIDEWALK,1,2,,"(37.7870419482, -122.400427008)"
2003,0,1708,39 NEW MONTGOMERY ST,UNKNOWN,NEW MONTGOMERY,SIDEWALK,1,2,,"(37.7882269482, -122.400955009)"
2003,0,1709,286 NOE ST,UNKNOWN,NOE,SIDEWALK,1,2,,"(37.764485948, -122.433415009)"
2003,0,1710,1405 NORIEGA ST,UNKNOWN,NORIEGA,SIDEWALK,1,2,,"(37.7538981881, -122.478884708)"
2003,0,1711,2325 NORIEGA ST,UNKNOWN,NORIEGA,SIDEWALK,1,2,,"(37.7534419476, -122.488793009)"
2003,0,1712,2516 NORIEGA ST,UNKNOWN,NORIEGA,SIDEWALK,1,2,,"(37.7538369481, -122.490726008)"
2003,0,1713,1390 PACIFIC AVE,UNKNOWN,PACIFIC,SIDEWALK,1,2,,"(37.7956479477, -122.418037008)"
2003,0,1714,350 PACIFIC AVE,UNKNOWN,PACIFIC,SIDEWALK,1,2,,"(37.7978179484, -122.401623008)"
2003,0,1715,369 PINE ST,UNKNOWN,PINE,SIDEWALK,1,2,,"(37.7917219479, -122.401984009)"
2003,0,1716,1320 POTRERO AVE,UNKNOWN,POTRERO,SIDEWALK,1,2,,"(37.7510119477, -122.406470009)"
2003,0,1717,106 POWELL ST,UNKNOWN,POWELL,SIDEWALK,1,2,,"(37.7857699482, -122.407677009)"
2003,0,1718,100 SANSOME ST,UNKNOWN,SANSOME,SIDEWALK,1,2,,"(37.7914999483, -122.400450009)"
2003,0,1719,115 SANSOME ST,UNKNOWN,SANSOME,SIDEWALK,1,2,,"(37.791426948, -122.401038009)"
2003,0,1720,71 STEVENSON ST,UNKNOWN,STEVENSON,SIDEWALK,1,2,,"(37.7893729482, -122.399666009)"
2003,0,1721,1640 STOCKTON ST,UNKNOWN,STOCKTON,SIDEWALK,1,2,,"(37.8010099481, -122.408941009)"
2003,0,1722,1320 SUTTER ST,UNKNOWN,SUTTER,SIDEWALK,1,2,,"(37.7877409479, -122.422309008)"
2003,0,1723,15 SUTTER ST,UNKNOWN,SUTTER,SIDEWALK,1,2,,"(37.790056948, -122.400783008)"
2003,0,1724,420 TAYLOR ST,UNKNOWN,TAYLOR,SIDEWALK,1,2,,"(37.7863319479, -122.411031009)"
2003,0,1725,740 TAYLOR ST,UNKNOWN,TAYLOR,SIDEWALK,1,2,,"(37.7893829482, -122.411778009)"
2003,0,1726,985 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,"(37.7572239477, -122.420850009)"
2003,0,1727,207 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,"(37.7696199475, -122.422059008)"
2003,0,1728,955 VALENCIA ST,UNKNOWN,VALENCIA,SIDEWALK,1,2,,"(37.7576539483, -122.420892009)"
2003,0,1729,610 VALLEJO ST,UNKNOWN,VALLEJO,SIDEWALK,1,2,,"(37.7988899479, -122.407429009)"
2003,0,1730,1414 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,,"(37.788845948, -122.421555009)"
2003,0,1731,1640 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,,"(37.7910059479, -122.421999009)"
2003,0,1732,2001 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,,"(37.7940869482, -122.423346009)"
2003,0,1733,214 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,,"(37.7776919483, -122.419356009)"
2003,0,1734,720 YORK ST,UNKNOWN,YORK,SIDEWALK,1,2,,"(37.7598259478, -122.409203009)"
2003,0,1735,4348 03RD ST,Universal Martial Arts Academy,03RD ST,SIDEWALK,1,2,,"(37.7382516976, -122.389702109)"
2003,0,1736,999 VALENCIA ST,Valencia Whole Foods,21ST ST,SIDEWALK,1,2,,"(37.7570826482, -122.420838109)"
2003,0,1737,3033 24TH ST,Vallarta Taqueria,24TH ST,SIDEWALK,1,2,,"(37.7523989477, -122.412567009)"
2003,0,1738,2690 MISSION ST,Walgreens,23RD ST,SIDEWALK,1,2,,"(37.7540289475, -122.418974009)"
2003,0,1739,1750 NORIEGA ST,Walgreens,25TH AVE,SIDEWALK,1,2,,"(37.7542729477, -122.482641009)"
2003,0,1740,1665 BRYANT ST,Wardrobe Cleaners,BRYANT ST,SIDEWALK,1,2,,"(37.7664764082, -122.410413309)"
2003,0,1741,2300 IRVING ST,Wells Fargo,IRVING,SIDEWALK,1,2,,"(37.7635629476, -122.482720008)"
2003,0,1742,345 WEST PORTAL AVE,West Portal Physical Therapy,WEST PORTAL,SIDEWALK,1,2,,"(37.7371859476, -122.469528009)"
2003,0,1743,2319 MARKET ST,Wingard Kenneth,MARKET,SIDEWALK,1,2,,"(37.7633439477, -122.433627009)"
2003,0,1744,3150 24TH ST,Wise Sons Deli,24TH ST,SIDEWALK,1,2,,"(37.7526309482, -122.415346009)"
2003,0,1745,519 HAYES ST,Yoga Tree,HAYES,SIDEWALK,1,2,,"(37.7764339476, -122.425002009)"
2003,0,1746,495 09TH AVE,Zion Lutheran Church,09TH AVE,SIDEWALK,1,2,,"(37.7792409483, -122.467633008)"
2004,0,1747,3605 18TH ST,residential,18TH ST,SIDEWALK,3,6,,"(37.7613619477, -122.424189009)"
2004,0,1748,32 OTIS ST,City Ballet School,OTIS,SIDEWALK,2,4,,"(37.7728009475, -122.419574009)"
2004,0,1749,635 08TH ST,Concourse Exhibition Center,08TH ST,SIDEWALK,2,4,,"(37.7718239482, -122.403883009)"
2004,0,1750,1695 MARKET ST,Delessio Market & Bakery,MARKET,SIDEWALK,2,4,,"(37.7725509477, -122.421932009)"
2004,0,1751,603 VALENCIA ST,Good Vibrations,VALENCIA,SIDEWALK,2,4,,"(37.7630919483, -122.421395009)"
2004,0,1752,400 VALENCIA ST,Little Star Pizza,VALENCIA,SIDEWALK,2,4,,"(37.7663779476, -122.422413009)"
2004,0,1753,117 DIAMOND ST,Marin Preparatory School,DIAMOND,SIDEWALK,2,4,,"(37.7601239476, -122.436799009)"
2004,0,1754,496 14TH ST,Thieve's Tavern,14TH ST,SIDEWALK,2,4,,"(37.7682149483, -122.424173009)"
2004,0,1755,3100 16TH ST,Val 16 Market,16TH ST,SIDEWALK,2,4,,"(37.7651393883, -122.422232908)"
2004,0,1756,1490 03RD ST,UCSF,03RD ST,SIDEWALK,3,3,,"(37.770146328, -122.389871008)"
2004,0,1757,225 KING ST,Rich Sorro Commons,KING,SIDEWALK,3,3,,"(37.7772059481, -122.392668009)"
2004,0,1758,265 KING ST,Avalon at Mission Bay,KING,SIDEWALK,3,3,,"(37.7762159479, -122.393944009)"
2004,0,1759,383 KING ST,Avalon at Mission Bay,KING,SIDEWALK,3,3,,"(37.7753079476, -122.394934008)"
2004,0,1760,1650 03RD ST,Laundry Locker Cleaners,03RD ST,SIDEWALK,3,3,,"(37.7679629482, -122.389495009)"
2004,0,1761,301 KING ST,Panera Bread,KING,SIDEWALK,3,3,,"(37.7755189475, -122.394228009)"
2004,0,1762,201 BERRY ST,Philz Coffee,BERRY,SIDEWALK,3,3,,"(37.774703948, -122.394083009)"
2004,0,1763,1576 03RD ST,UCSF,03RD ST,SIDEWALK,3,3,,"(37.7685603877, -122.389677809)"
2004,0,1764,201 KING ST,UNKNOWN,03RD ST,SIDEWALK,3,3,,"(37.7775274583, -122.391685609)"
2004,0,1765,255 BERRY ST,UNKNOWN,BERRY,SIDEWALK,3,3,,"(37.7741859483, -122.394743009)"
2004,0,1766,207 KING ST,UNKNOWN,KING,SIDEWALK,3,3,,"(37.7775279476, -122.391686009)"
2004,0,1767,353 KING ST,UNKNOWN,KING,SIDEWALK,3,3,,"(37.7753079476, -122.394934008)"
2004,0,1768,1812 DIVISADERO ST,El Burrito Express,DIVISADERO,SIDEWALK,1,2,,"(37.786460948, -122.439824009)"
2004,0,1769,50 POST ST,Crocker Galleria,POST,SIDEWALK,1,2,,"(37.7895309483, -122.403041009)"
2004,0,1770,7 CLAUDE LN,Cafe Claude,BUSH ST,SIDEWALK,1,2,,"(37.7900314781, -122.404488209)"
2004,0,1771,801 CLEMENT ST,Crossroads,CLEMENT,SIDEWALK,1,2,,"(37.7825779483, -122.467836009)"
2004,0,1772,432 CASTRO ST,Injeanious Lounge,CASTRO ST,SIDEWALK,1,2,,"(37.7619609481, -122.435421009)"
2004,0,1773,562 MARKET ST,Grant's Tobacconists,MARKET,SIDEWALK,1,2,,"(37.7898789477, -122.401188009)"
2004,0,1774,1455 MARKET ST,McDonald's and Gracie's Cafe,MARKET,SIDEWALK,1,2,,"(37.7752279476, -122.417466009)"
2004,0,1775,1967 MARKET ST,FedEx,MARKET,SIDEWALK,1,2,,"(37.7693919475, -122.426044009)"
2004,0,1776,1360 09TH AVE,Nan King Road Bistro,09TH AVE,SIDEWALK,1,2,,"(37.7629159481, -122.465903009)"
2004,0,1777,4825 MISSION ST,Ricca's,MISSION,SIDEWALK,1,2,,"(37.7210579481, -122.437207008)"
2013,4,1778,4826 MISSION ST,Doctor's Lounge,MISSION,SIDEWALK,1,2,,"(37.7209699483, -122.437906009)"
2004,0,1779,1443 OCEAN AVE,Ocean Pizza,OCEAN,SIDEWALK,1,2,,"(37.7239989479, -122.457940008)"
2004,0,1780,3324 17TH ST,Saraha Kadampa Buddhist Center,17TH ST,SIDEWALK,1,2,,"(37.7636019478, -122.420176009)"
2004,0,1781,1218 VALENCIA ST,Cut Loose,VALENCIA,SIDEWALK,1,2,,"(37.7533459475, -122.421041009)"
2004,0,1782,1360 09TH AVE,Nan King Road Bistro,09TH AVE,SIDEWALK,1,2,,"(37.7629159481, -122.465903009)"
2004,0,1783,625 CLEMENT ST,Wycen Foods,CLEMENT,SIDEWALK,1,2,,"(37.7826659479, -122.465909009)"
2004,0,1784,1750 DIVISADERO ST,Starbucks,DIVISADERO,SIDEWALK,1,2,,"(37.7859739482, -122.439697009)"
2004,0,1785,593 GUERRERO ST,18 Reasons,GUERRERO,SIDEWALK,1,2,,"(37.7617679478, -122.423615009)"
2004,0,1786,4699 03RD ST,Providence Foundation,03RD ST,SIDEWALK,1,2,,"(37.7356859482, -122.390032008)"
2004,0,1787,1233 17TH ST,Bottom of the Hill bar,17TH ST,SIDEWALK,1,2,,"(37.7649219483, -122.396415009)"
2004,0,1788,648 ANDOVER ST,A&V Market,ANDOVER,SIDEWALK,1,2,,"(37.7357350182, -122.417025208)"
2004,0,1789,468 CASTRO ST,A.G. Ferrari Foods,CASTRO ST,SIDEWALK,1,2,,"(37.7613989483, -122.435412009)"
2004,0,1790,3301 GEARY BLVD,Abbey Carpet,GEARY,SIDEWALK,1,2,,"(37.7812489478, -122.454382008)"
2004,0,1791,410 BUSH ST,Academy of Art University,BUSH ST,SIDEWALK,1,2,,"(37.7911699477, -122.404547008)"
2004,0,1792,2400 HARRISON ST,American Grilled Cheese Kitchen,20TH ST,SIDEWALK,1,2,,"(37.7588939476, -122.412746009)"
2004,0,1793,582 MARKET ST,Apotheca,MARKET,SIDEWALK,1,2,,"(37.7895249482, -122.401610008)"
2004,0,1794,180 NEW MONTGOMERY ST,Art Academy University,NEW MONTGOMERY,SIDEWALK,1,2,,"(37.7862509475, -122.399521009)"
2004,0,1795,2365 CHESTNUT ST,Asa Sushi,CHESTNUT ST,SIDEWALK,1,2,,"(37.7997709477, -122.442225009)"
2004,0,1796,4526 03RD ST,Bakery San Marcos,03RD ST,SIDEWALK,1,2,,"(37.7368856282, -122.390278309)"
2004,0,1797,3349 18TH ST,Balompie,18TH ST,SIDEWALK,1,2,,"(37.7617798883, -122.418016808)"
2004,0,1798,3782 24TH ST,Basso's,24TH ST,SIDEWALK,1,2,,"(37.7518349475, -122.427146009)"
2004,0,1799,806 SOUTH VAN NESS AVE,Bender's Bar and Grill,19TH ST,SIDEWALK,1,2,,"(37.7601989477, -122.417279009)"
2004,0,1800,2219 CHESTNUT ST,Benefit Cosemtics,CHESTNUT ST,SIDEWALK,1,2,,"(37.800233948, -122.439811009)"
2004,0,1801,2217 MARKET ST,Bombay Indian Restaurant,MARKET,SIDEWALK,1,2,,"(37.7650839482, -122.431409009)"
2004,0,1802,1369 HAIGHT ST,Bound Together,HAIGHT,SIDEWALK,1,2,,"(37.7701169479, -122.444698009)"
2004,0,1803,399 GROVE ST,Boxing Room,GROVE,SIDEWALK,1,2,,"(37.7776039475, -122.422764009)"
2004,0,1804,944 FOLSOM ST,Boyd Lighting,FOLSOM,SIDEWALK,1,2,,"(37.779674948, -122.404665009)"
2004,0,1805,589 GUERRERO ST,Buen Dia Family School,GUERRERO,SIDEWALK,1,2,,"(37.7619339477, -122.423453008)"
2004,0,1806,899 HOWARD ST,Burlington Coat Factory,HOWARD,SIDEWALK,1,2,,"(37.7816809475, -122.404102008)"
2004,0,1807,3320 24TH ST,Cafe La Boheme,24TH ST,SIDEWALK,1,2,,"(37.7523987877, -122.418803609)"
2004,0,1808,298 VALENCIA ST,Carlin's Cafe,VALENCIA,SIDEWALK,1,2,,"(37.7683039481, -122.422531009)"
2004,0,1809,1904 FILLMORE ST,Cassandria Blackmore,FILLMORE,SIDEWALK,1,2,,"(37.7865897177, -122.433077508)"
2004,0,1810,1400 EVANS AVE,CCSF,EVANS,SIDEWALK,1,2,,"(37.7417979476, -122.384707009)"
2004,0,1811,1400 EVANS AVE,CCSF,EVANS,SIDEWALK,1,2,,"(37.7417979476, -122.384707009)"
2004,0,1812,1949 POST ST,Central Ace Hardware,POST,SIDEWALK,1,2,,"(37.7848709483, -122.433716009)"
2004,0,1813,2068 CHESTNUT ST,Chadwick's of London,CHESTNUT ST,SIDEWALK,1,2,,"(37.8008479477, -122.437700009)"
2004,0,1814,1331 POLK ST,Chai Yo Thai Restaurant,POLK,SIDEWALK,1,2,,"(37.7892459483, -122.420653008)"
2004,0,1815,3501 CALIFORNIA ST,Chico's,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7862339483, -122.451609009)"
2004,0,1816,3166 24TH ST,Chilli Cha Cha Thai Restaurant,24TH ST,SIDEWALK,1,2,,"(37.752611948, -122.415652008)"
2004,0,1817,270 DIVISADERO ST,City Copy and Print Center,DIVISADERO,SIDEWALK,1,2,,"(37.7717079478, -122.436833009)"
2004,0,1818,663 SOUTH VAN NESS AVE,Citywide Logistics,18TH ST,SIDEWALK,1,2,,"(37.7625039482, -122.417255009)"
2004,0,1819,708 CLEMENT ST,Clement Street Bar & Grill,CLEMENT,SIDEWALK,1,2,,"(37.7830539479, -122.466841009)"
2004,0,1820,2254 POLK ST,Cole Hardware,POLK,SIDEWALK,1,2,,"(37.7974969482, -122.421808009)"
2004,0,1821,26 04TH ST,Container Store,04TH ST,SIDEWALK,1,2,,"(37.7849899477, -122.405677009)"
2004,0,1822,26 04TH ST,Container Store,04TH ST,SIDEWALK,1,2,,"(37.7849899477, -122.405677009)"
2004,0,1823,630 IRVING ST,Crossroads,07TH AVE,SIDEWALK,1,2,,"(37.7643549478, -122.464770009)"
2004,0,1824,3316 24TH ST,Dance Mission Theatre,24TH ST,SIDEWALK,1,2,,"(37.7523989479, -122.418804009)"
2004,0,1825,1828 CLEMENT ST,dental office,CLEMENT,SIDEWALK,1,2,,"(37.7825329481, -122.478998009)"
2004,0,1826,2101 FOLSOM ST,digipop,17TH ST,SIDEWALK,1,2,,"(37.7636759479, -122.415171009)"
2004,0,1827,921 HOWARD ST,Dreams Interior,HOWARD,SIDEWALK,1,2,,"(37.7808329477, -122.405166008)"
2004,0,1828,2901 CALIFORNIA ST,DREW Prepatrory School,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7875129483, -122.442360009)"
2004,0,1829,950 GEARY ST,Edinburgh Castle Pub,GEARY,SIDEWALK,1,2,,"(37.7862529477, -122.418961009)"
2004,0,1830,2950 24TH ST,El Farolito Restaurant,24TH ST,SIDEWALK,1,2,,"(37.7528549477, -122.411136009)"
2004,0,1831,1200 POLK ST,El Super Burrito,SUTTER,SIDEWALK,1,2,,"(37.7880512776, -122.419862509)"
2004,0,1832,3295 22ND ST,Esperpento Restaurant,22ND ST,SIDEWALK,1,2,,"(37.7551579477, -122.420653009)"
2004,0,1833,101 CLEMENT ST,Fabrix,CLEMENT,SIDEWALK,1,2,,"(37.7828896381, -122.460295409)"
2004,0,1834,3614 18TH ST,Fayes Video,18TH ST,SIDEWALK,1,2,,"(37.7617329478, -122.424292009)"
2004,0,1835,734 BRYANT ST,Fight and Fitness Inc,BRYANT ST,SIDEWALK,1,2,,"(37.7773769482, -122.401256009)"
2004,0,1836,531 HOWARD ST,Fink Architecture,HOWARD,SIDEWALK,1,2,,"(37.7877709475, -122.396573009)"
2004,0,1837,322 HAYES ST,Fringe Salon,HAYES,SIDEWALK,1,2,,"(37.7772852582, -122.421886608)"
2004,0,1838,2857 24TH ST,Galeria de la Raza,24TH ST,SIDEWALK,1,2,,"(37.7525183277, -122.409335309)"
2004,0,1839,4089 24TH ST,Gallery of Jewels,24TH ST,SIDEWALK,1,2,,"(37.7511889481, -122.433790009)"
2004,0,1840,2159 CHESTNUT ST,Gap,CHESTNUT ST,SIDEWALK,1,2,,"(37.8002089479, -122.438770009)"
2004,0,1841,2040 CHESTNUT ST,GapBody,CHESTNUT ST,SIDEWALK,1,2,,"(37.8008969475, -122.437175008)"
2004,0,1842,735 MARKET ST,Golfsmith,MARKET,SIDEWALK,1,2,,"(37.7865579477, -122.404092009)"
2004,0,1843,1801 MCALLISTER ST,Green Chile Kitchen & Market,BAKER,SIDEWALK,1,2,,"(37.7771933479, -122.441930909)"
2004,0,1844,531 DIVISADERO ST,Herbivore The Earthly Grill,DIVISADERO,SIDEWALK,1,2,,"(37.774484948, -122.438027009)"
2004,0,1845,125 GRANT AVE,Hermes,GRANT,SIDEWALK,1,2,,"(37.7880769479, -122.405354009)"
2004,0,1846,405 VALENCIA ST,Hotel Royan,VALENCIA,SIDEWALK,1,2,,"(37.7664089481, -122.421714009)"
2004,0,1847,3897 18TH ST,ImagiKnit,18TH ST,SIDEWALK,1,2,,"(37.7609438779, -122.430349509)"
2004,0,1848,1915 OCEAN AVE,In Style,OCEAN,SIDEWALK,1,2,,"(37.7252019481, -122.462649008)"
2004,0,1849,2331 MARKET ST,IXIA,MARKET,SIDEWALK,1,2,,"(37.7633439477, -122.433627009)"
2004,0,1850,2977 24TH ST,J&W Laundromat,24TH ST,SIDEWALK,1,2,,"(37.752428948, -122.411428009)"
2004,0,1851,2108 CHESTNUT ST,Janie and Jack,CHESTNUT ST,SIDEWALK,1,2,,"(37.8007989475, -122.438258009)"
2004,0,1852,3285 21ST ST,Jay's Cheesesteak,21ST ST,SIDEWALK,1,2,,"(37.7567979483, -122.420810009)"
2004,0,1853,3915 24TH ST,Joshua Simon,24TH ST,SIDEWALK,1,2,,"(37.7512929477, -122.430037008)"
2004,0,1854,579 HOWARD ST,Kate O'Brien Irish Pub and Grill,HOWARD,SIDEWALK,1,2,,"(37.7870549477, -122.397482009)"
2004,0,1855,1901 OCEAN AVE,King's Coffee Shop,OCEAN,SIDEWALK,1,2,,"(37.7250299479, -122.462498008)"
2004,0,1856,3286 22ND ST,Latin American Club,22ND ST,SIDEWALK,1,2,,"(37.7554846875, -122.420681409)"
2004,0,1857,3464 19TH ST,Lexington Club,19TH ST,SIDEWALK,1,2,,"(37.7603442179, -122.420799809)"
2004,0,1858,2029 FILLMORE ST,Lilith,FILLMORE,SIDEWALK,1,2,,"(37.7883109475, -122.434066009)"
2004,0,1859,1572 CALIFORNIA ST,Lumiere Theatre,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7909609479, -122.420113009)"
2004,0,1860,1916 IRVING ST,i cafe,IRVING,SIDEWALK,1,2,,"(37.763712948, -122.478596009)"
2004,0,1861,2807 24TH ST,Madrigal Printing,24TH ST,SIDEWALK,1,2,,"(37.7526466182, -122.408344009)"
2004,0,1862,1813 POLK ST,Maneframe,POLK,SIDEWALK,1,2,,"(37.7935759483, -122.421585009)"
2004,0,1863,55 04TH ST,Marriot,04TH ST,SIDEWALK,1,2,,"(37.7853959481, -122.404391008)"
2004,0,1864,550 37TH AVE,Marriot,37TH AVE,SIDEWALK,1,2,,"(37.7785299482, -122.497195009)"
2004,0,1865,398 DOLORES ST,Maxfield's House of Coffee,DOLORES,SIDEWALK,1,2,,"(37.7631549479, -122.426629009)"
2004,0,1866,1701 DIVISADERO ST,medical offices,DIVISADERO,SIDEWALK,1,2,,"(37.7854879481, -122.440238009)"
2004,0,1867,3380 24TH ST,Michelle's Hair Salon,24TH ST,SIDEWALK,1,2,,"(37.7523279478, -122.420179009)"
2004,0,1868,2295 HARRISON ST,Mission Cliffs,HARRISON,SIDEWALK,1,2,,"(37.7609159477, -122.412334008)"
2004,0,1869,165 CAPP ST,Mission Neighborhood Resource Center,CAPP,SIDEWALK,1,2,,"(37.7640579478, -122.418312009)"
2004,0,1870,639 DIVISADERO ST,Mojo Bicycle Cafe,DIVISADERO,SIDEWALK,1,2,,"(37.7755209479, -122.438244008)"
2004,0,1871,1600 DIVISADERO ST,Mt Zion,DIVISADERO,SIDEWALK,1,2,,"(37.7848909483, -122.438928009)"
2004,0,1872,4112 24TH ST,multiple,24TH ST,SIDEWALK,1,2,,"(37.7515129483, -122.434569009)"
2004,0,1873,44 GOUGH ST,multiple,GOUGH,SIDEWALK,1,2,,"(37.772711948, -122.420966008)"
2013,10,1874,4831 MISSION ST,Excelsior Yoga,MISSION,SIDEWALK,1,2,,"(37.7209409477, -122.437296009)"
2004,0,1875,2739 GEARY BLVD,Nani's Coffee,GEARY,SIDEWALK,1,2,,"(37.7819709477, -122.448492009)"
2004,0,1876,3200 24TH ST,Napper Tandy,24TH ST,SIDEWALK,1,2,,"(37.7524719476, -122.416588009)"
2004,0,1877,1515 POLK ST,Nara Sushi,POLK,SIDEWALK,1,2,,"(37.7908279477, -122.420969009)"
2004,0,1878,544 HAYES ST,nida,HAYES,SIDEWALK,1,2,,"(37.7768362481, -122.425405509)"
2004,0,1879,1935 OCEAN AVE,Ocean Cyclery,OCEAN,SIDEWALK,1,2,,"(37.7253349481, -122.463107009)"
2004,0,1880,1836 DIVISADERO ST,Ocean Taqueria,DIVISADERO,SIDEWALK,1,2,,"(37.7867249476, -122.439781009)"
2004,0,1881,1941 OCEAN AVE,Ocean Taqueria,OCEAN,SIDEWALK,1,2,,"(37.7253919483, -122.463258008)"
2004,0,1882,101 UTAH ST,Oceanic Restaurant,UTAH,SIDEWALK,1,2,,"(37.7678819478, -122.406311008)"
2004,0,1883,1498 POLK ST,Out of the Closet,POLK,SIDEWALK,1,2,,"(37.790438948, -122.420368008)"
2004,0,1884,3409 24TH ST,Papalote,24TH ST,SIDEWALK,1,2,,"(37.7519399483, -122.420943008)"
2004,0,1885,3419 CALIFORNIA ST,Peet's Coffee,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7863889477, -122.450410008)"
2004,0,1886,4920 03RD ST,Peking Wok,03RD ST,SIDEWALK,1,2,,"(37.7338199475, -122.391388009)"
2004,0,1887,3388 24TH ST,Phat Philly,24TH ST,SIDEWALK,1,2,,"(37.7522469481, -122.420374009)"
2004,0,1888,401 VALENCIA ST,Pica Picaá Maizeá Kitchen,VALENCIA,SIDEWALK,1,2,,"(37.7664089481, -122.421714009)"
2004,0,1889,823 CLEMENT ST,Pizza Orgasmica,CLEMENT,SIDEWALK,1,2,,"(37.7825329479, -122.468065009)"
2004,0,1890,2222 POLK ST,Polk & Green Produce Market,POLK,SIDEWALK,1,2,,"(37.7974969482, -122.421808009)"
2004,0,1891,1334 POLK ST,Polk Street Produce,POLK,SIDEWALK,1,2,,"(37.7893219475, -122.420203009)"
2004,0,1892,266 SUTTER ST,Posh Bagel,SUTTER,SIDEWALK,1,2,,"(37.7898589483, -122.405000009)"
2004,0,1893,1314 22ND AVE,Post Office,22ND AVE,SIDEWALK,1,2,,"(37.7631846477, -122.479991508)"
2004,0,1894,2085 CHESTNUT ST,Pure Beauty,CHESTNUT ST,SIDEWALK,1,2,,"(37.8005159475, -122.437575009)"
2004,0,1895,4068 24TH ST,Qoio,24TH ST,SIDEWALK,1,2,,"(37.7515809476, -122.433389009)"
2004,0,1896,1234 POLK ST,Quetzal,POLK,SIDEWALK,1,2,,"(37.7884683075, -122.419988109)"
2004,0,1897,730 FLORIDA ST,residential,FLORIDA,SIDEWALK,1,2,,"(37.7599219482, -122.411225009)"
2013,7,1898,4877 MISSION ST,Katz Accident & Injury Center,MISSION,SIDEWALK,2,4,,"(37.7202639476, -122.437808009)"
2004,0,1899,455 VALENCIA ST,Samasource,VALENCIA,SIDEWALK,1,2,,"(37.7656499481, -122.421641009)"
2004,0,1900,498 SANCHEZ ST,Samovar Tea Lounge,18TH ST,SIDEWALK,1,2,,"(37.7612609483, -122.430847009)"
2004,0,1901,701 BAYSHORE BLVD,San Francisco Antique and Design,BAYSHORE BLVD,SIDEWALK,1,2,,"(37.7359705876, -122.406138709)"
2004,0,1902,1555 CLEMENT ST,San Francisco Brewcraft,CLEMENT,SIDEWALK,1,2,,"(37.7822049478, -122.476114009)"
